"","CountryCode","Male_correct","Female_correct","Pvalue_correct","Male_score","Female_score","Pvalue_score","Male_self","Female_self","Pvalue_self"
"52",52,3.13941018766756,3.21722846441948,"0.409270032133425",-0.420911528150134,-0.636704119850187,"0.0793769704259118",3.56032171581769,3.85393258426966,"6.63022973794011e-05"
"53",53,2.77463503649635,3.0517503805175,"5.24601727808606e-06",-0.807481751824818,-0.779299847792998,"0.690168352702973",3.58211678832117,3.8310502283105,"1.43736084663503e-08"
"54",54,2.93469387755102,3.04516129032258,"0.333043023154684",-0.510204081632653,-0.496774193548387,"0.921696683478248",3.44489795918367,3.54193548387097,"0.247278738406957"
"55",55,3.07361111111111,3.41204819277108,"2.18839048848341e-05",-0.595833333333333,-0.559036144578313,"0.700149851503191",3.66944444444444,3.9710843373494,"1.87266398429061e-07"
"56",56,2.95948136142626,3.20964749536178,"0.000338010239103986",-0.568881685575365,-0.623376623376623,"0.492364905179315",3.52836304700162,3.8330241187384,"2.41850888660059e-10"
"57",57,2.92966573816156,3.09661436829067,"0.000265818893280803",-0.656685236768802,-0.695293146160198,"0.48081136289128",3.58635097493036,3.79190751445087,"6.24403960307692e-09"
"58",58,2.85661080074488,3.16746411483254,"5.74925695257932e-05",-0.916201117318436,-0.696172248803828,"0.0147385780433842",3.77281191806331,3.86363636363636,"0.0829834377422306"
"59",59,2.95726495726496,2.94444444444444,"0.940255606146254",-0.623931623931624,-0.988888888888889,"0.0876632152583282",3.58119658119658,3.93333333333333,"0.0114803511956379"
"60",60,2.88720882713527,3.06489841986456,"2.10209867594868e-07",-0.747445852063752,-0.696388261851016,"0.23083469323105",3.63465467919902,3.76128668171558,"4.77486730368068e-06"
"61",61,3.04310344827586,3.14864864864865,"0.54119764419242",-0.422413793103448,-0.445945945945946,"0.91817940582618",3.46551724137931,3.59459459459459,"0.386910350991963"
"62",62,3.01344404903124,3.20553111250786,"5.3950730583053e-07",-0.56425464610518,-0.583909490886235,"0.662855133794594",3.57769869513642,3.78944060339409,"4.4791365062648e-14"
"63",63,3.00316455696203,3.28677563150074,"6.30128549046801e-07",-0.631329113924051,-0.641901931649331,"0.874232629533276",3.63449367088608,3.92867756315007,"1.07940123817888e-11"
"64",64,2.88111888111888,2.91578947368421,"0.839470361690662",-0.748251748251748,-0.905263157894737,"0.401504029204528",3.62937062937063,3.82105263157895,"0.0700381780397114"
"65",65,2.56934306569343,2.79425837320574,"0.0200667298874406",-1.02676399026764,-0.909090909090909,"0.306713621387161",3.59610705596107,3.70334928229665,"0.114064428917371"
"66",66,3.18181818181818,2.33333333333333,"0.093427466089098",-0.272727272727273,-1.44444444444444,"0.0374475956167266",3.45454545454545,3.77777777777778,"0.343835717032392"
"67",67,2.68169014084507,2.89826302729529,"0.00131840986528925",-0.977464788732394,-0.890818858560794,"0.28964229320182",3.65915492957746,3.78908188585608,"0.0162758987690219"
"68",68,3.10980148883375,3.40563725490196,"2.21204179478363e-09",-0.549627791563275,-0.54656862745098,"0.959406396328981",3.65942928039702,3.95220588235294,"7.17852375293126e-14"
"69",69,3.2090395480226,3.40740740740741,"2.56097636345748e-07",-0.423294219904389,-0.403367003367003,"0.674577047676674",3.63233376792699,3.81077441077441,"4.99243824871377e-09"
"70",70,3.11018084393838,3.30217889908257,"2.56788732000511e-08",-0.530140656396517,-0.533256880733945,"0.940545521271231",3.6403215003349,3.83543577981651,"1.62112026328131e-13"
"71",71,2.98684210526316,3.24050632911392,"0.0927035137578573",-0.848684210526316,-0.613924050632911,"0.154978200864534",3.83552631578947,3.85443037974684,"0.83489776301995"
"72",72,3.08219178082192,3.17241379310345,"0.722605072128521",-0.835616438356164,-0.896551724137931,"0.833742406723613",3.91780821917808,4.06896551724138,"0.371973364244776"
"73",73,2.82644628099174,3.3015873015873,"0.0192440626146591",-0.809917355371901,-0.523809523809524,"0.275314359116743",3.63636363636364,3.82539682539683,"0.214410802313899"
"74",74,2.69105691056911,2.76666666666667,"0.699648490212395",-1.03252032520325,-1.05,"0.93785123343533",3.72357723577236,3.81666666666667,"0.537206496785524"
"75",75,2.84,2.85714285714286,"0.969296715661114",-0.84,-0.785714285714286,"0.895702819592338",3.68,3.64285714285714,"0.897196753889091"
"76",76,2.52205882352941,2.72566371681416,"0.226125008646745",-1.22794117647059,-1.3716814159292,"0.463934500988896",3.75,4.09734513274336,"0.00121443325226851"
"77",77,2.69354838709677,3.17307692307692,"0.0340142506653599",-0.919354838709677,-0.807692307692308,"0.673658610221444",3.61290322580645,3.98076923076923,"0.0391106659236334"
"78",78,2.93409618859159,3.20140010770059,"4.91595241473169e-59",-0.752903725372107,-0.69951534733441,"0.00691336693386967",3.68699991396369,3.900915455035,"1.05218466265345e-62"
"79",79,2.8833746898263,3.03119584055459,"0.0216007969598046",-0.834987593052109,-0.847487001733102,"0.872085787165481",3.71836228287841,3.8786828422877,"0.000945594280505804"
"80",80,3.08717948717949,3.32258064516129,"0.050505733489942",-0.651282051282051,-0.516129032258065,"0.374305482280822",3.73846153846154,3.83870967741935,"0.327690194579948"
"81",81,2.99815157116451,3.25371655104063,"1.33048298217138e-06",-0.671903881700554,-0.655104063429138,"0.790997233353998",3.67005545286506,3.90882061446977,"1.43645965737982e-09"
"82",82,2.87763713080169,3.09504132231405,"0.0509246724735625",-0.843881856540084,-0.830578512396694,"0.920375636416851",3.72151898734177,3.92561983471074,"0.0165556818460974"
"83",83,3.15458240461518,3.40229202541417,"2.32173466309298e-253",-0.585398365456055,-0.574807513409734,"0.232862350175073",3.73998077007124,3.9770995388239,"0"
"84",84,3.03098117090116,3.28120138644547,"0",-0.747889238764487,-0.752345802858234,"0.0916933803508977",3.77887040966564,4.03354718930371,"0"
